ponto_id,lat_pred,lon_pred
3617,-8.0,-34.0
3621,-8.0,-34.0
3624,-8.0,-34.0
3625,-8.0,-34.0
3639,-8.0,-34.0
3643,-8.0,-34.0
3647,-8.0,-34.0
3649,-8.0,-34.0
3651,-8.0,-34.0
3653,-8.0,-34.0
3656,-8.0,-34.0
3661,-8.0,-34.0
3662,-8.0,-34.0
3666,-8.0,-34.0
3677,-8.0,-34.0
3685,-8.0,-34.0
3686,-8.0,-34.0
3688,-8.0,-34.0
3689,-8.0,-34.0
3692,-8.0,-34.0
3693,-8.0,-34.0
3698,-8.0,-34.0
3703,-8.0,-34.0
3704,-8.0,-34.0
3706,-8.0,-34.0
3707,-8.0,-34.0
3708,-8.0,-34.0
3710,-8.0,-34.0
3717,-8.0,-34.0
3720,-8.0,-34.0
3721,-8.0,-34.0
3723,-8.0,-34.0
3739,-8.0,-34.0
3742,-8.0,-34.0
3745,-8.0,-34.0
3746,-8.0,-34.0
3749,-8.0,-34.0
3753,-8.0,-34.0
3755,-8.0,-34.0
3767,-8.0,-34.0
3768,-8.0,-34.0
3771,-8.0,-34.0
3772,-8.0,-34.0
3773,-8.0,-34.0
3774,-8.0,-34.0
3776,-8.0,-34.0
3777,-8.0,-34.0
3780,-8.0,-34.0
3781,-8.0,-34.0
3782,-8.0,-34.0
3784,-8.0,-34.0
3787,-8.0,-34.0
3794,-8.0,-34.0
3799,-8.0,-34.0
3803,-8.0,-34.0
3817,-8.0,-34.0
3819,-8.0,-34.0
3820,-8.0,-34.0
3826,-8.0,-34.0
3827,-8.0,-34.0
3834,-8.0,-34.0
3837,-8.0,-34.0
3838,-8.0,-34.0
3842,-8.0,-34.0
3846,-8.0,-34.0
3852,-8.0,-34.0
3853,-8.0,-34.0
3855,-8.0,-34.0
3857,-8.0,-34.0
3859,-8.0,-34.0
3860,-8.0,-34.0
3862,-8.0,-34.0
3869,-8.0,-34.0
3880,-8.0,-34.0
3885,-8.0,-34.0
3887,-8.0,-34.0
3889,-8.0,-34.0
3891,-8.0,-34.0
3894,-8.0,-34.0
3898,-8.0,-34.0
3902,-8.0,-34.0
3903,-8.0,-34.0
3905,-8.0,-34.0
3909,-8.0,-34.0
3910,-8.0,-34.0
3914,-8.0,-34.0
3934,-8.0,-34.0
3937,-8.0,-34.0
3941,-8.0,-34.0
3942,-8.0,-34.0
3945,-8.0,-34.0
3946,-8.0,-34.0
3949,-8.0,-34.0
3956,-8.0,-34.0
3960,-8.0,-34.0
3963,-8.0,-34.0
3964,-8.0,-34.0
3971,-8.0,-34.0
3973,-8.0,-34.0
3979,-8.0,-34.0
3984,-8.0,-34.0
3989,-8.0,-34.0
3992,-8.0,-34.0
3994,-8.0,-34.0
3995,-8.0,-34.0
3997,-8.0,-34.0
3999,-8.0,-34.0
4001,-8.0,-34.0
4002,-8.0,-34.0
4003,-8.0,-34.0
4004,-8.0,-34.0
4007,-8.0,-34.0
4010,-8.0,-34.0
4012,-8.0,-34.0
4022,-8.0,-34.0
4028,-8.0,-34.0
4029,-8.0,-34.0
4030,-8.0,-34.0
4032,-8.0,-34.0
4035,-8.0,-34.0
4038,-8.0,-34.0
4043,-8.0,-34.0
4046,-8.0,-34.0
4047,-8.0,-34.0
4050,-8.0,-34.0
4056,-8.0,-34.0
4057,-8.0,-34.0
4058,-8.0,-34.0
4060,-8.0,-34.0
4062,-8.0,-34.0
4064,-8.0,-34.0
4067,-8.0,-34.0
4075,-8.0,-34.0
4076,-8.0,-34.0
4077,-8.0,-34.0
4078,-8.0,-34.0
4080,-8.0,-34.0
4085,-8.0,-34.0
4087,-8.0,-34.0
4091,-8.0,-34.0
4092,-8.0,-34.0
4099,-8.0,-34.0
4100,-8.0,-34.0
4102,-8.0,-34.0
4103,-8.0,-34.0
4110,-8.0,-34.0
4112,-8.0,-34.0
4113,-8.0,-34.0
4115,-8.0,-34.0
4119,-8.0,-34.0
4121,-8.0,-34.0
4127,-8.0,-34.0
4129,-8.0,-34.0
4140,-8.0,-34.0
4141,-8.0,-34.0
4148,-8.0,-34.0
4151,-8.0,-34.0
4156,-8.0,-34.0
4157,-8.0,-34.0
4161,-8.0,-34.0
4162,-8.0,-34.0
4165,-8.0,-34.0
4169,-8.0,-34.0
4176,-8.0,-34.0
4185,-8.0,-34.0
4189,-8.0,-34.0
4190,-8.0,-34.0
4191,-8.0,-34.0
4192,-8.0,-34.0
4194,-8.0,-34.0
4196,-8.0,-34.0
4201,-8.0,-34.0
4202,-8.0,-34.0
4205,-8.0,-34.0
4209,-8.0,-34.0
4215,-8.0,-34.0
4217,-8.0,-34.0
4220,-8.0,-34.0
4222,-8.0,-34.0
4226,-8.0,-34.0
4229,-8.0,-34.0
4230,-8.0,-34.0
4233,-8.0,-34.0
4237,-8.0,-34.0
4238,-8.0,-34.0
4239,-8.0,-34.0
4245,-8.0,-34.0
4246,-8.0,-34.0
4248,-8.0,-34.0
4250,-8.0,-34.0
4252,-8.0,-34.0
4254,-8.0,-34.0
4264,-8.0,-34.0
4267,-8.0,-34.0
4273,-8.0,-34.0
4275,-8.0,-34.0
4279,-8.0,-34.0
4284,-8.0,-34.0
4288,-8.0,-34.0
4295,-8.0,-34.0
4296,-8.0,-34.0
4301,-8.0,-34.0
4303,-8.0,-34.0
4304,-8.0,-34.0
4306,-8.0,-34.0
4313,-8.0,-34.0
4317,-8.0,-34.0
4319,-8.0,-34.0
4321,-8.0,-34.0
4323,-8.0,-34.0
4326,-8.0,-34.0
4329,-8.0,-34.0
4333,-8.0,-34.0
4335,-8.0,-34.0
4336,-8.0,-34.0
4337,-8.0,-34.0
4338,-8.0,-34.0
4339,-8.0,-34.0
4341,-8.0,-34.0
4342,-8.0,-34.0
4343,-8.0,-34.0
4345,-8.0,-34.0
4348,-8.0,-34.0
4352,-8.0,-34.0
4353,-8.0,-34.0
4355,-8.0,-34.0
4359,-8.0,-34.0
4362,-8.0,-34.0
4366,-8.0,-34.0
4367,-8.0,-34.0
4368,-8.0,-34.0
4371,-8.0,-34.0
4372,-8.0,-34.0
4374,-8.0,-34.0
4377,-8.0,-34.0
4382,-8.0,-34.0
4385,-8.0,-34.0
4386,-8.0,-34.0
4387,-8.0,-34.0
4392,-8.0,-34.0
4393,-8.0,-34.0
4394,-8.0,-34.0
4397,-8.0,-34.0
4401,-8.0,-34.0
4407,-8.0,-34.0
4411,-8.0,-34.0
4412,-8.0,-34.0
4414,-8.0,-34.0
4415,-8.0,-34.0
4420,-8.0,-34.0
4423,-8.0,-34.0
4427,-8.0,-34.0
4428,-8.0,-34.0
4429,-8.0,-34.0
4436,-8.0,-34.0
4441,-8.0,-34.0
4447,-8.0,-34.0
4450,-8.0,-34.0
4463,-8.0,-34.0
4464,-8.0,-34.0
4466,-8.0,-34.0
4467,-8.0,-34.0
4469,-8.0,-34.0
4472,-8.0,-34.0
4474,-8.0,-34.0
4475,-8.0,-34.0
4483,-8.0,-34.0
4484,-8.0,-34.0
4489,-8.0,-34.0
4503,-8.0,-34.0
4504,-8.0,-34.0
4509,-8.0,-34.0
4513,-8.0,-34.0
4514,-8.0,-34.0
4518,-8.0,-34.0
4522,-8.0,-34.0
4525,-8.0,-34.0
4527,-8.0,-34.0
4528,-8.0,-34.0
4532,-8.0,-34.0
4533,-8.0,-34.0
4534,-8.0,-34.0
4535,-8.0,-34.0
4537,-8.0,-34.0
4539,-8.0,-34.0
4541,-8.0,-34.0
4549,-8.0,-34.0
4553,-8.0,-34.0
4554,-8.0,-34.0
4556,-8.0,-34.0
4560,-8.0,-34.0
4567,-8.0,-34.0
4572,-8.0,-34.0
4574,-8.0,-34.0
4575,-8.0,-34.0
4580,-8.0,-34.0
4582,-8.0,-34.0
4584,-8.0,-34.0
4586,-8.0,-34.0
4587,-8.0,-34.0
4588,-8.0,-34.0
4593,-8.0,-34.0
4597,-8.0,-34.0
4602,-8.0,-34.0
4604,-8.0,-34.0
4606,-8.0,-34.0
4608,-8.0,-34.0
4609,-8.0,-34.0
4610,-8.0,-34.0
4613,-8.0,-34.0
4617,-8.0,-34.0
4618,-8.0,-34.0
4622,-8.0,-34.0
4623,-8.0,-34.0
4626,-8.0,-34.0
4629,-8.0,-34.0
4630,-8.0,-34.0
4634,-8.0,-34.0
4635,-8.0,-34.0
4638,-8.0,-34.0
4639,-8.0,-34.0
4640,-8.0,-34.0
4645,-8.0,-34.0
4649,-8.0,-34.0
4651,-8.0,-34.0
4657,-8.0,-34.0
4671,-8.0,-34.0
4680,-8.0,-34.0
4681,-8.0,-34.0
4682,-8.0,-34.0
4693,-8.0,-34.0
4695,-8.0,-34.0
4696,-8.0,-34.0
4700,-8.0,-34.0
4701,-8.0,-34.0
4704,-8.0,-34.0
4706,-8.0,-34.0
4707,-8.0,-34.0
4708,-8.0,-34.0
4709,-8.0,-34.0
4710,-8.0,-34.0
4715,-8.0,-34.0
4730,-8.0,-34.0
4731,-8.0,-34.0
4734,-8.0,-34.0
4738,-8.0,-34.0
4740,-8.0,-34.0
4747,-8.0,-34.0
4750,-8.0,-34.0
4751,-8.0,-34.0
4755,-8.0,-34.0
4756,-8.0,-34.0
4759,-8.0,-34.0
4765,-8.0,-34.0
4766,-8.0,-34.0
4770,-8.0,-34.0
4773,-8.0,-34.0
4775,-8.0,-34.0
4779,-8.0,-34.0
4782,-8.0,-34.0
4786,-8.0,-34.0
4793,-8.0,-34.0
4794,-8.0,-34.0
4797,-8.0,-34.0
4801,-8.0,-34.0
4802,-8.0,-34.0
4803,-8.0,-34.0
4807,-8.0,-34.0
4812,-8.0,-34.0
4813,-8.0,-34.0
4816,-8.0,-34.0
4822,-8.0,-34.0
4826,-8.0,-34.0
4827,-8.0,-34.0
4828,-8.0,-34.0
4830,-8.0,-34.0
4833,-8.0,-34.0
4834,-8.0,-34.0
4836,-8.0,-34.0
4838,-8.0,-34.0
4842,-8.0,-34.0
4843,-8.0,-34.0
4844,-8.0,-34.0
4845,-8.0,-34.0
4848,-8.0,-34.0
4861,-8.0,-34.0
4864,-8.0,-34.0
4867,-8.0,-34.0
4868,-8.0,-34.0
4872,-8.0,-34.0
4880,-8.0,-34.0
4881,-8.0,-34.0
4890,-8.0,-34.0
4894,-8.0,-34.0
4898,-8.0,-34.0
4899,-8.0,-34.0
4900,-8.0,-34.0
4901,-8.0,-34.0
4902,-8.0,-34.0
4905,-8.0,-34.0
4907,-8.0,-34.0
4908,-8.0,-34.0
4913,-8.0,-34.0
4914,-8.0,-34.0
4921,-8.0,-34.0
4923,-8.0,-34.0
4924,-8.0,-34.0
4925,-8.0,-34.0
4929,-8.0,-34.0
4932,-8.0,-34.0
4934,-8.0,-34.0
4949,-8.0,-34.0
4950,-8.0,-34.0
4952,-8.0,-34.0
4961,-8.0,-34.0
4963,-8.0,-34.0
4977,-8.0,-34.0
4981,-8.0,-34.0
4982,-8.0,-34.0
4983,-8.0,-34.0
4988,-8.0,-34.0
4989,-8.0,-34.0
4993,-8.0,-34.0
4995,-8.0,-34.0
4996,-8.0,-34.0
5011,-8.0,-34.0
5012,-8.0,-34.0
5013,-8.0,-34.0
5015,-8.0,-34.0
5019,-8.0,-34.0
5021,-8.0,-34.0
5022,-8.0,-34.0
5023,-8.0,-34.0
5026,-8.0,-34.0
5027,-8.0,-34.0
5028,-8.0,-34.0
5030,-8.0,-34.0
5032,-8.0,-34.0
5033,-8.0,-34.0
5034,-8.0,-34.0
5035,-8.0,-34.0
5040,-8.0,-34.0
5048,-8.0,-34.0
5053,-8.0,-34.0
5058,-8.0,-34.0
5060,-8.0,-34.0
5064,-8.0,-34.0
5065,-8.0,-34.0
5067,-8.0,-34.0
5071,-8.0,-34.0
5074,-8.0,-34.0
5076,-8.0,-34.0
5082,-8.0,-34.0
5092,-8.0,-34.0
5095,-8.0,-34.0
5096,-8.0,-34.0
5098,-8.0,-34.0
5111,-8.0,-34.0
5112,-8.0,-34.0
5114,-8.0,-34.0
5120,-8.0,-34.0
5135,-8.0,-34.0
5137,-8.0,-34.0
5140,-8.0,-34.0
5143,-8.0,-34.0
5144,-8.0,-34.0
5145,-8.0,-34.0
5146,-8.0,-34.0
5152,-8.0,-34.0
5155,-8.0,-34.0
5156,-8.0,-34.0
5157,-8.0,-34.0
5162,-8.0,-34.0
5164,-8.0,-34.0
5167,-8.0,-34.0
5171,-8.0,-34.0
5180,-8.0,-34.0
5183,-8.0,-34.0
5186,-8.0,-34.0
5192,-8.0,-34.0
5193,-8.0,-34.0
5197,-8.0,-34.0
5205,-8.0,-34.0
5206,-8.0,-34.0
5211,-8.0,-34.0
5213,-8.0,-34.0
5214,-8.0,-34.0
5215,-8.0,-34.0
5216,-8.0,-34.0
5217,-8.0,-34.0
5221,-8.0,-34.0
5224,-8.0,-34.0
5226,-8.0,-34.0
5228,-8.0,-34.0
5229,-8.0,-34.0
5234,-8.0,-34.0
5244,-8.0,-34.0
5245,-8.0,-34.0
5246,-8.0,-34.0
5247,-8.0,-34.0
5254,-8.0,-34.0
5257,-8.0,-34.0
5262,-8.0,-34.0
5264,-8.0,-34.0
5266,-8.0,-34.0
5271,-8.0,-34.0
5274,-8.0,-34.0
5277,-8.0,-34.0
5278,-8.0,-34.0
5281,-8.0,-34.0
5282,-8.0,-34.0
5283,-8.0,-34.0
5284,-8.0,-34.0
5288,-8.0,-34.0
5289,-8.0,-34.0
5290,-8.0,-34.0
5292,-8.0,-34.0
5296,-8.0,-34.0
5300,-8.0,-34.0
5303,-8.0,-34.0
5306,-8.0,-34.0
5307,-8.0,-34.0
5308,-8.0,-34.0
5312,-8.0,-34.0
5314,-8.0,-34.0
5318,-8.0,-34.0
5321,-8.0,-34.0
5323,-8.0,-34.0
5324,-8.0,-34.0
5328,-8.0,-34.0
5336,-8.0,-34.0
5338,-8.0,-34.0
5339,-8.0,-34.0
5340,-8.0,-34.0
5349,-8.0,-34.0
5350,-8.0,-34.0
5353,-8.0,-34.0
5354,-8.0,-34.0
5357,-8.0,-34.0
5358,-8.0,-34.0
5360,-8.0,-34.0
5361,-8.0,-34.0
5362,-8.0,-34.0
5364,-8.0,-34.0
5365,-8.0,-34.0
5368,-8.0,-34.0
5371,-8.0,-34.0
5375,-8.0,-34.0
5377,-8.0,-34.0
5378,-8.0,-34.0
5379,-8.0,-34.0
5381,-8.0,-34.0
5384,-8.0,-34.0
5386,-8.0,-34.0
5388,-8.0,-34.0
5389,-8.0,-34.0
5391,-8.0,-34.0
5396,-8.0,-34.0
5399,-8.0,-34.0
5400,-8.0,-34.0
5402,-8.0,-34.0
5404,-8.0,-34.0
5405,-8.0,-34.0
5407,-8.0,-34.0
5414,-8.0,-34.0
5417,-8.0,-34.0
5418,-8.0,-34.0
5419,-8.0,-34.0
5425,-8.0,-34.0
5426,-8.0,-34.0
5427,-8.0,-34.0
5430,-8.0,-34.0
5431,-8.0,-34.0
5434,-8.0,-34.0
5436,-8.0,-34.0
5437,-8.0,-34.0
5447,-8.0,-34.0
5457,-8.0,-34.0
5458,-8.0,-34.0
5459,-8.0,-34.0
5460,-8.0,-34.0
5464,-8.0,-34.0
5465,-8.0,-34.0
5471,-8.0,-34.0
5473,-8.0,-34.0
5478,-8.0,-34.0
5479,-8.0,-34.0
5484,-8.0,-34.0
5487,-8.0,-34.0
5489,-8.0,-34.0
5492,-8.0,-34.0
5493,-8.0,-34.0
5496,-8.0,-34.0
5500,-8.0,-34.0
5502,-8.0,-34.0
5506,-8.0,-34.0
5508,-8.0,-34.0
5529,-8.0,-34.0
5531,-8.0,-34.0
5537,-8.0,-34.0
5538,-8.0,-34.0
5544,-8.0,-34.0
5547,-8.0,-34.0
5551,-8.0,-34.0
5556,-8.0,-34.0
5558,-8.0,-34.0
5559,-8.0,-34.0
5564,-8.0,-34.0
5566,-8.0,-34.0
5573,-8.0,-34.0
5576,-8.0,-34.0
5579,-8.0,-34.0
5580,-8.0,-34.0
5581,-8.0,-34.0
5583,-8.0,-34.0
5587,-8.0,-34.0
5609,-8.0,-34.0
5610,-8.0,-34.0
5612,-8.0,-34.0
5613,-8.0,-34.0
5614,-8.0,-34.0
5615,-8.0,-34.0
5616,-8.0,-34.0
5623,-8.0,-34.0
5628,-8.0,-34.0
5634,-8.0,-34.0
5635,-8.0,-34.0
5640,-8.0,-34.0
5641,-8.0,-34.0
5642,-8.0,-34.0
5646,-8.0,-34.0
5649,-8.0,-34.0
5651,-8.0,-34.0
5652,-8.0,-34.0
5662,-8.0,-34.0
5663,-8.0,-34.0
5664,-8.0,-34.0
5666,-8.0,-34.0
5676,-8.0,-34.0
5679,-8.0,-34.0
5694,-8.0,-34.0
5700,-8.0,-34.0
5708,-8.0,-34.0
5711,-8.0,-34.0
5714,-8.0,-34.0
5722,-8.0,-34.0
5727,-8.0,-34.0
5728,-8.0,-34.0
5730,-8.0,-34.0
5731,-8.0,-34.0
5733,-8.0,-34.0
5735,-8.0,-34.0
5736,-8.0,-34.0
5737,-8.0,-34.0
5739,-8.0,-34.0
5746,-8.0,-34.0
5754,-8.0,-34.0
5758,-8.0,-34.0
5763,-8.0,-34.0
5768,-8.0,-34.0
5769,-8.0,-34.0
5770,-8.0,-34.0
5780,-8.0,-34.0
5786,-8.0,-34.0
5787,-8.0,-34.0
5792,-8.0,-34.0
5794,-8.0,-34.0
5798,-8.0,-34.0
5807,-8.0,-34.0
5815,-8.0,-34.0
5816,-8.0,-34.0
5819,-8.0,-34.0
5821,-8.0,-34.0
5822,-8.0,-34.0
5828,-8.0,-34.0
5829,-8.0,-34.0
5830,-8.0,-34.0
5837,-8.0,-34.0
5838,-8.0,-34.0
5843,-8.0,-34.0
5847,-8.0,-34.0
5848,-8.0,-34.0
5852,-8.0,-34.0
5853,-8.0,-34.0
5856,-8.0,-34.0
5857,-8.0,-34.0
5858,-8.0,-34.0
5862,-8.0,-34.0
5863,-8.0,-34.0
5866,-8.0,-34.0
5868,-8.0,-34.0
5872,-8.0,-34.0
5873,-8.0,-34.0
5874,-8.0,-34.0
5876,-8.0,-34.0
5884,-8.0,-34.0
5885,-8.0,-34.0
5894,-8.0,-34.0
5898,-8.0,-34.0
5899,-8.0,-34.0
5900,-8.0,-34.0
5903,-8.0,-34.0
5908,-8.0,-34.0
5912,-8.0,-34.0
5927,-8.0,-34.0
5930,-8.0,-34.0
5931,-8.0,-34.0
5933,-8.0,-34.0
5936,-8.0,-34.0
5937,-8.0,-34.0
5938,-8.0,-34.0
5939,-8.0,-34.0
5945,-8.0,-34.0
5952,-8.0,-34.0
5953,-8.0,-34.0
5957,-8.0,-34.0
5960,-8.0,-34.0
5961,-8.0,-34.0
5963,-8.0,-34.0
5965,-8.0,-34.0
5969,-8.0,-34.0
5972,-8.0,-34.0
5974,-8.0,-34.0
5979,-8.0,-34.0
5981,-8.0,-34.0
5982,-8.0,-34.0
5991,-8.0,-34.0
5992,-8.0,-34.0
5993,-8.0,-34.0
5994,-8.0,-34.0
5998,-8.0,-34.0
6004,-8.0,-34.0
6005,-8.0,-34.0
6008,-8.0,-34.0
6010,-8.0,-34.0
6014,-8.0,-34.0
6017,-8.0,-34.0
6025,-8.0,-34.0
6027,-8.0,-34.0
6029,-8.0,-34.0
6032,-8.0,-34.0
6033,-8.0,-34.0
6037,-8.0,-34.0
6039,-8.0,-34.0
6043,-8.0,-34.0
6051,-8.0,-34.0
6053,-8.0,-34.0
6054,-8.0,-34.0
6056,-8.0,-34.0
6061,-8.0,-34.0
6062,-8.0,-34.0
6064,-8.0,-34.0
6066,-8.0,-34.0
6072,-8.0,-34.0
6073,-8.0,-34.0
6076,-8.0,-34.0
6080,-8.0,-34.0
6085,-8.0,-34.0
6088,-8.0,-34.0
6100,-8.0,-34.0
6101,-8.0,-34.0
6108,-8.0,-34.0
6111,-8.0,-34.0
6113,-8.0,-34.0
6119,-8.0,-34.0
6123,-8.0,-34.0
6128,-8.0,-34.0
6134,-8.0,-34.0
6137,-8.0,-34.0
6146,-8.0,-34.0
6147,-8.0,-34.0
6148,-8.0,-34.0
6151,-8.0,-34.0
6153,-8.0,-34.0
6156,-8.0,-34.0
6160,-8.0,-34.0
6161,-8.0,-34.0
6169,-8.0,-34.0
6176,-8.0,-34.0
6178,-8.0,-34.0
6180,-8.0,-34.0
6182,-8.0,-34.0
6189,-8.0,-34.0
6192,-8.0,-34.0
6193,-8.0,-34.0
6194,-8.0,-34.0
6199,-8.0,-34.0
6202,-8.0,-34.0
6205,-8.0,-34.0
6211,-8.0,-34.0
6214,-8.0,-34.0
6215,-8.0,-34.0
6223,-8.0,-34.0
6231,-8.0,-34.0
6237,-8.0,-34.0
6239,-8.0,-34.0
6240,-8.0,-34.0
6244,-8.0,-34.0
6250,-8.0,-34.0
6258,-8.0,-34.0
6261,-8.0,-34.0
6263,-8.0,-34.0
6266,-8.0,-34.0
6275,-8.0,-34.0
6277,-8.0,-34.0
6289,-8.0,-34.0
6290,-8.0,-34.0
6291,-8.0,-34.0
6300,-8.0,-34.0
6301,-8.0,-34.0
6307,-8.0,-34.0
6309,-8.0,-34.0
6314,-8.0,-34.0
6321,-8.0,-34.0
6322,-8.0,-34.0
6323,-8.0,-34.0
6338,-8.0,-34.0
6343,-8.0,-34.0
6348,-8.0,-34.0
6351,-8.0,-34.0
6355,-8.0,-34.0
6358,-8.0,-34.0
6360,-8.0,-34.0
6363,-8.0,-34.0
6364,-8.0,-34.0
6365,-8.0,-34.0
6377,-8.0,-34.0
6378,-8.0,-34.0
6382,-8.0,-34.0
6383,-8.0,-34.0
6384,-8.0,-34.0
6389,-8.0,-34.0
6390,-8.0,-34.0
6391,-8.0,-34.0
6395,-8.0,-34.0
6398,-8.0,-34.0
6399,-8.0,-34.0
6400,-8.0,-34.0
6401,-8.0,-34.0
6407,-8.0,-34.0
6419,-8.0,-34.0
6423,-8.0,-34.0
6424,-8.0,-34.0
6425,-8.0,-34.0
6426,-8.0,-34.0
6427,-8.0,-34.0
6435,-8.0,-34.0
6436,-8.0,-34.0
6437,-8.0,-34.0
6440,-8.0,-34.0
6442,-8.0,-34.0
6451,-8.0,-34.0
6452,-8.0,-34.0
6458,-8.0,-34.0
6462,-8.0,-34.0
6463,-8.0,-34.0
6464,-8.0,-34.0
6465,-8.0,-34.0
6466,-8.0,-34.0
6472,-8.0,-34.0
6473,-8.0,-34.0
6474,-8.0,-34.0
6475,-8.0,-34.0
6495,-8.0,-34.0
6497,-8.0,-34.0
6498,-8.0,-34.0
6507,-8.0,-34.0
6508,-8.0,-34.0
6512,-8.0,-34.0
6515,-8.0,-34.0
6516,-8.0,-34.0
6517,-8.0,-34.0
6520,-8.0,-34.0
6523,-8.0,-34.0
6533,-8.0,-34.0
6535,-8.0,-34.0
6538,-8.0,-34.0
6539,-8.0,-34.0
6545,-8.0,-34.0
6550,-8.0,-34.0
6555,-8.0,-34.0
6559,-8.0,-34.0
6560,-8.0,-34.0
6561,-8.0,-34.0
6564,-8.0,-34.0
6567,-8.0,-34.0
6571,-8.0,-34.0
6580,-8.0,-34.0
6583,-8.0,-34.0
6584,-8.0,-34.0
6586,-8.0,-34.0
6589,-8.0,-34.0
6594,-8.0,-34.0
6597,-8.0,-34.0
6601,-8.0,-34.0
6611,-8.0,-34.0
6615,-8.0,-34.0
6618,-8.0,-34.0
6622,-8.0,-34.0
6623,-8.0,-34.0
6624,-8.0,-34.0
6625,-8.0,-34.0
6632,-8.0,-34.0
6646,-8.0,-34.0
6649,-8.0,-34.0
6650,-8.0,-34.0
6651,-8.0,-34.0
6653,-8.0,-34.0
6658,-8.0,-34.0
6660,-8.0,-34.0
6663,-8.0,-34.0
6664,-8.0,-34.0
6666,-8.0,-34.0
6669,-8.0,-34.0
6673,-8.0,-34.0
6676,-8.0,-34.0
6685,-8.0,-34.0
6687,-8.0,-34.0
6688,-8.0,-34.0
6689,-8.0,-34.0
6690,-8.0,-34.0
6691,-8.0,-34.0
6692,-8.0,-34.0
6693,-8.0,-34.0
6698,-8.0,-34.0
6703,-8.0,-34.0
6705,-8.0,-34.0
6708,-8.0,-34.0
6713,-8.0,-34.0
6715,-8.0,-34.0
6716,-8.0,-34.0
6718,-8.0,-34.0
6720,-8.0,-34.0
6723,-8.0,-34.0
6727,-8.0,-34.0
6728,-8.0,-34.0
6729,-8.0,-34.0
6733,-8.0,-34.0
6734,-8.0,-34.0
6742,-8.0,-34.0
6743,-8.0,-34.0
6745,-8.0,-34.0
6746,-8.0,-34.0
6750,-8.0,-34.0
6754,-8.0,-34.0
6755,-8.0,-34.0
6757,-8.0,-34.0
6758,-8.0,-34.0
6763,-8.0,-34.0
6769,-8.0,-34.0
6771,-8.0,-34.0
6773,-8.0,-34.0
6774,-8.0,-34.0
6775,-8.0,-34.0
6779,-8.0,-34.0
6784,-8.0,-34.0
6789,-8.0,-34.0
6792,-8.0,-34.0
6796,-8.0,-34.0
6811,-8.0,-34.0
6814,-8.0,-34.0
6820,-8.0,-34.0
6822,-8.0,-34.0
6827,-8.0,-34.0
6829,-8.0,-34.0
6835,-8.0,-34.0
6842,-8.0,-34.0
6849,-8.0,-34.0
6851,-8.0,-34.0
6854,-8.0,-34.0
6855,-8.0,-34.0
6856,-8.0,-34.0
6857,-8.0,-34.0
6860,-8.0,-34.0
6861,-8.0,-34.0
6862,-8.0,-34.0
6864,-8.0,-34.0
6865,-8.0,-34.0
6866,-8.0,-34.0
6871,-8.0,-34.0
6872,-8.0,-34.0
6880,-8.0,-34.0
6883,-8.0,-34.0
6884,-8.0,-34.0
6888,-8.0,-34.0
6890,-8.0,-34.0
6896,-8.0,-34.0
6899,-8.0,-34.0
6908,-8.0,-34.0
6909,-8.0,-34.0
6912,-8.0,-34.0
6913,-8.0,-34.0
6916,-8.0,-34.0
6922,-8.0,-34.0
6923,-8.0,-34.0
6927,-8.0,-34.0
6929,-8.0,-34.0
6932,-8.0,-34.0
6934,-8.0,-34.0
6935,-8.0,-34.0
6940,-8.0,-34.0
6950,-8.0,-34.0
6953,-8.0,-34.0
6954,-8.0,-34.0
6955,-8.0,-34.0
6957,-8.0,-34.0
6962,-8.0,-34.0
6963,-8.0,-34.0
6964,-8.0,-34.0
6967,-8.0,-34.0
6969,-8.0,-34.0
6975,-8.0,-34.0
6977,-8.0,-34.0
6978,-8.0,-34.0
6983,-8.0,-34.0
6992,-8.0,-34.0
6994,-8.0,-34.0
7007,-8.0,-34.0
7008,-8.0,-34.0
7016,-8.0,-34.0
7017,-8.0,-34.0
7019,-8.0,-34.0
7020,-8.0,-34.0
7021,-8.0,-34.0
7024,-8.0,-34.0
7038,-8.0,-34.0
7039,-8.0,-34.0
7040,-8.0,-34.0
7044,-8.0,-34.0
7046,-8.0,-34.0
7047,-8.0,-34.0
7048,-8.0,-34.0
7049,-8.0,-34.0
7050,-8.0,-34.0
7051,-8.0,-34.0
7058,-8.0,-34.0
7063,-8.0,-34.0
7068,-8.0,-34.0
7072,-8.0,-34.0
7074,-8.0,-34.0
7075,-8.0,-34.0
7078,-8.0,-34.0
7081,-8.0,-34.0
7082,-8.0,-34.0
7087,-8.0,-34.0
7089,-8.0,-34.0
7091,-8.0,-34.0
7092,-8.0,-34.0
7093,-8.0,-34.0
7094,-8.0,-34.0
7095,-8.0,-34.0
7104,-8.0,-34.0
7107,-8.0,-34.0
7109,-8.0,-34.0
7116,-8.0,-34.0
7118,-8.0,-34.0
7120,-8.0,-34.0
7122,-8.0,-34.0
7131,-8.0,-34.0
7134,-8.0,-34.0
7135,-8.0,-34.0
7136,-8.0,-34.0
7144,-8.0,-34.0
7146,-8.0,-34.0
7149,-8.0,-34.0
7150,-8.0,-34.0
7152,-8.0,-34.0
7153,-8.0,-34.0
7162,-8.0,-34.0
7171,-8.0,-34.0
7172,-8.0,-34.0
7178,-8.0,-34.0
7182,-8.0,-34.0
7185,-8.0,-34.0
7191,-8.0,-34.0
